Face,Track Number,Track_Name,Track_Composer,Track_Length,LP_ID,Track Length,Track Filename
B,5,NUEVA ILUSION,,,LP2846,missing,LP2846_1z1_B05.mp3
B,6,HORFANDAD,,,LP2846,missing,LP2846_1z1_B06.mp3
1.a,1,Moto Méndez,Nilo Soruco,,LP2853,missing,LP2853_1z1_1.a01.mp3
1.a,2,Jardinero de amor,Nilo Soruco,,LP2853,missing,LP2853_1z1_1.a02.mp3
1.a,3,Poutpurri chapaco,Del folk. boliv.,,LP2853,missing,LP2853_1z1_1.a03.mp3
1.a,4,"Zamba, Tonada y Cueca Poutpurri",Del folk. boliv.,,LP2853,missing,LP2853_1z1_1.a04.mp3
1.a,5,"Zamba, Tonada y Cueca Poutpurri",Del folk. boliv.,,LP2853,missing,LP2853_1z1_1.a05.mp3
1.a,6,La vendimia,Tradicional (s/violín) - Nilo Soruco,,LP2853,missing,LP2853_1z1_1.a06.mp3
1.b,1,Cuchara y palo,Nilo Soruco,,LP2853,missing,LP2853_1z1_1.b01.mp3
1.b,2,Mataquita,Nilo Soruco,,LP2853,missing,LP2853_1z1_1.b02.mp3
1.b,3,El ausente,Del folk. boliv.,,LP2853,missing,LP2853_1z1_1.b03.mp3
1.b,4,El huerto feliz,Del folk. boliv,,LP2853,missing,LP2853_1z1_1.b04.mp3
1.b,5,Bajo el algarrobo,Del folk. boliv.,,LP2853,missing,LP2853_1z1_1.b05.mp3
1.b,6,Entrerriana,Nilo Soruco,,LP2853,missing,LP2853_1z1_1.b06.mp3
A,1,MI CONFESION,,,LP2849,2'53,LP2849_1z1_A01.mp3
A,2,QUISIERA ESTAR,,,LP2849,3'16,LP2849_1z1_A02.mp3
A,3,PARA QUE ES QUERER,,,LP2849,2'53,LP2849_1z1_A03.mp3
A,4,AMOR PROFUNDO,,,LP2849,2'37,LP2849_1z1_A04.mp3
A,5,MARGARITA,,,LP2849,2'44,LP2849_1z1_A05.mp3
A,6,CORAZON MIO,,,LP2849,3'00,LP2849_1z1_A06.mp3
B,1,SANTA CECILIA,,,LP2849,3'08,LP2849_1z1_B01.mp3
B,2,ASI HAY QUE SER,,,LP2849,2'10,LP2849_1z1_B02.mp3
B,3,LLORE POR TI,,,LP2849,2'51,LP2849_1z1_B03.mp3
B,4,POUTPURRI DE HUAYÑOS,,,LP2849,3'08,LP2849_1z1_B04.mp3
B,5,MARTIRIO,,,LP2849,2'59,LP2849_1z1_B05.mp3
B,6,MENTIROSITA,,,LP2849,3'01,LP2849_1z1_B06.mp3
A,1,LINDA COCHABAMBINITA,Manuel E. Coronel,,LP2838,3'02,LP2838_1z1_A01.mp3
A,2,INFIERNO VERDE,Depto. Folklore,,LP2838,2'54,LP2838_1z1_A02.mp3
A,3,POTPURRI DE HUAYÑOS,del Folklore Boliviano,,LP2838,2'35,LP2838_1z1_A03.mp3
A,4,DE LA SALVADORA,Depto. Folklore,,LP2838,3'03,LP2838_1z1_A04.mp3
A,5,POTPURRI DE BAILECITOS,Depto. Folklore,,LP2838,2'59,LP2838_1z1_A05.mp3
A,6,TRISTE ES AUSENTARSE,Depto. Folklore,,LP2838,2'53,LP2838_1z1_A06.mp3
B,1,FLOR DE MARGARITA,Juan Espinoza,,LP2838,3'27,LP2838_1z1_B01.mp3
B,2,TRAICIONERA,Depto. Folklore,,LP2838,3'08,LP2838_1z1_B02.mp3
B,3,POTPURRI DE HUAYÑOS,Depto. Folklore,,LP2838,2'49,LP2838_1z1_B03.mp3
B,4,MARUJITA,de Manuel E. Coronel,,LP2838,3'03,LP2838_1z1_B04.mp3
B,5,POTPURRI DE HUAYÑOS,Depto. Folklore,,LP2838,2'48,LP2838_1z1_B05.mp3
B,6,FLOR DE NARANJO,Depto. Folklore,,LP2838,3'17,LP2838_1z1_B06.mp3
A,1,El canto del arbolito,,,LP2854,2'24,LP2854_1z1_A01.mp3
A,2,Amor oculto,,,LP2854,2'51,LP2854_1z1_A02.mp3
A,3,No llores,,,LP2854,3'02,LP2854_1z1_A03.mp3
A,4,Para qué,,,LP2854,2'42,LP2854_1z1_A04.mp3
A,5,Huérfana Virginia,,,LP2854,2'48,LP2854_1z1_A05.mp3
A,6,Vil traición,,,LP2854,3'23,LP2854_1z1_A06.mp3
B,1,Dos corazones,,,LP2854,2'41,LP2854_1z1_B01.mp3
B,2,Mi desvelo,,,LP2854,2'49,LP2854_1z1_B02.mp3
B,3,María ojos mentados,,,LP2854,2'42,LP2854_1z1_B03.mp3
B,4,Niña Rita,,,LP2854,2'28,LP2854_1z1_B04.mp3
B,5,Clavelito,,,LP2854,2'26,LP2854_1z1_B05.mp3
B,6,Soy ciprés,,,LP2854,3'13,LP2854_1z1_B06.mp3
A,1,AL AUSENTARME DE TI,Dpto. dei Folk.,,LP2841,2'49,LP2841_1z1_A01.mp3
A,2,ESTALLITAY,Los Brillantes,,LP2841,2'28,LP2841_1z1_A02.mp3
A,3,HUERFANA VIRGINIA,Simeón Roncal,,LP2841,2'45,LP2841_1z1_A03.mp3
A,4,COCHABAMBA LLACTANCHECGA,Los Brillantes,,LP2841,2'56,LP2841_1z1_A04.mp3
A,5,NEGRITA DE MI CORAZON,Dpto. del Folklore,,LP2841,2'55,LP2841_1z1_A05.mp3
A,6,CLAVELES ROJOS,A. Ruiz y G. Rojas,,LP2841,2'49,LP2841_1z1_A06.mp3
B,1,LA CULPABLE,Luis Acha M.,,LP2841,2'47,LP2841_1z1_B01.mp3
B,2,SED DE AMOR,Miguel A. Valda,,LP2841,2'52,LP2841_1z1_B02.mp3
B,3,L duy Qui Manta RIPUSAC,Dpto. del Folklore,,LP2841,2'45,LP2841_1z1_B03.mp3
B,4,LOLITA,Felipe Rivera,,LP2841,2'53,LP2841_1z1_B04.mp3
B,5,ORGULLOSA POCOHUATEÑA,Los Pocohuateños,,LP2841,2'52,LP2841_1z1_B05.mp3
B,6,MARTIRIO,Recop. de L. Rojas,,LP2841,2'52,LP2841_1z1_B06.mp3
A,1,TRIGUEÑITA,,,LP2723,2'46,LP2723_1z1_A01.mp3
A,2,IRMA,,,LP2723,2'31,LP2723_1z1_A02.mp3
A,3,JOSEFINA,,,LP2723,3'10,LP2723_1z1_A03.mp3
A,4,PATITO FEO,,,LP2723,2'45,LP2723_1z1_A04.mp3
A,5,CHE REYA JHA ARA,,,LP2723,2'27,LP2723_1z1_A05.mp3
A,6,3 DE MAYO,,,LP2723,2'16,LP2723_1z1_A06.mp3
B,1,CHE RENDU MI MARIA ANA,,,LP2723,3'34,LP2723_1z1_B01.mp3
B,2,SAN JOSE DE LOS ARROYOS,,,LP2723,2'40,LP2723_1z1_B02.mp3
B,3,BELLA ISATEÑA,,,LP2723,2'30,LP2723_1z1_B03.mp3
B,4,MELODIA TRISTE,,,LP2723,2'42,LP2723_1z1_B04.mp3
B,5,MI DULCE PARAGUAYITA,,,LP2723,2'41,LP2723_1z1_B05.mp3
B,6,ADIOS MI REINA QUERIDA,,,LP2723,2'04,LP2723_1z1_B06.mp3
A,1,Che roga mí,Hilarión Correa,,LP2736,3'22,LP2736_1z1_A01.mp3
A,2,Che rembirecó rä,A. Pereira - J. González,,LP2736,3'03,LP2736_1z1_A02.mp3
A,3,Caballería,Gumercindo Ayala,,LP2736,2'26,LP2736_1z1_A03.mp3
A,4,Tajhachí remimbyasy,D. Chase - A. López,,LP2736,2'45,LP2736_1z1_A04.mp3
A,5,Banda ocara,Teodoro S. Mongelós,,LP2736,2'27,LP2736_1z1_A05.mp3
A,6,Alfonso Loma,Mot. pop. arr. M. Cardozo Ocampo,,LP2736,2'17,LP2736_1z1_A06.mp3
B,1,Sy pore'yn,González,,LP2736,2'41,LP2736_1z1_B01.mp3
B,2,González,F. González,,LP2736,1'59,LP2736_1z1_B02.mp3
B,3,Cororo poty,Matías Guetz,,LP2736,2'57,LP2736_1z1_B03.mp3
B,4,Tapyi jha'eñó,Pedro Barboza,,LP2736,1'53,LP2736_1z1_B04.mp3
B,5,Lagúna tikú,Ramón Reyes,,LP2736,2'08,LP2736_1z1_B05.mp3
B,6,Bella serenata,Emilio Talavera,,LP2736,3'04,LP2736_1z1_B06.mp3
1.a,1,Malvíta-Achuíta-El Suspiro-Norteñita,H. Giménez E. Bigi - W Alvarenga,,LP2737,missing,LP2737_1z1_1.a01.mp3
1.a,2,Ayegustá poyro guaré,J. González A. Pereira,,LP2737,missing,LP2737_1z1_1.a02.mp3
1.a,3,Resedá,Pedro Gamarra,,LP2737,missing,LP2737_1z1_1.a03.mp3
1.a,4,Che lucero aguaí'y,Rec. y arr A. Larramendia,,LP2737,missing,LP2737_1z1_1.a04.mp3
1.a,5,Co'e pyajhú,Ramón Reyes,,LP2737,missing,LP2737_1z1_1.a05.mp3
1.a,6,Nda che pochyi nendive,E. R. Fernández F. P. Cardozo,,LP2737,missing,LP2737_1z1_1.a06.mp3
1.b,1,Che rembiayjú rovetame,T S. Mongelós T Nuñez,,LP2737,missing,LP2737_1z1_1.b01.mp3
1.b,2,Mhoriajhú ñembokí,mot. pop. Carvajal Ovelar,,LP2737,missing,LP2737_1z1_1.b02.mp3
1.b,3,La noche de Benegas,H. Correa,,LP2737,missing,LP2737_1z1_1.b03.mp3
1.b,4,"Mborayjü, jha taperé",A. C. Zaldívar -T C. Giménez,,LP2737,missing,LP2737_1z1_1.b04.mp3
1.b,5,Trigueñíta mí,Leonardo Barrientos,,LP2737,missing,LP2737_1z1_1.b05.mp3
1.b,6,Che mba'é yevy,Andrés B. Zaldivar,,LP2737,missing,LP2737_1z1_1.b06.mp3
A,1,LLEGADA,,,LP2722,2'59,LP2722_1z1_A01.mp3
A,2,MISIONES,,,LP2722,3'02,LP2722_1z1_A02.mp3
A,3,CORONEL MARTINEZ,,,LP2722,2'31,LP2722_1z1_A03.mp3
A,4,TREN LECHERO,,,LP2722,3'57,LP2722_1z1_A04.mp3
A,5,EN TI HALLE CONSUELO,,,LP2722,2'14,LP2722_1z1_A05.mp3
A,6,YATAITY,,,LP2722,2'48,LP2722_1z1_A06.mp3
B,1,MARIA ELSA,,,LP2722,2'51,LP2722_1z1_B01.mp3
B,2,TENIENTE LUIS VELILLA,,,LP2722,3'00,LP2722_1z1_B02.mp3
B,3,ANGELA ROSA,,,LP2722,2'34,LP2722_1z1_B03.mp3
B,4,MI DESPEDIDA,,,LP2722,2'40,LP2722_1z1_B04.mp3
B,5,PAJARO CAMPANA,,,LP2722,2'54,LP2722_1z1_B05.mp3
B,6,CHE ESPERANZA PORAITE,,,LP2722,missing,LP2722_1z1_B06.mp3
A,1,Contestación a mentirosita,Dpto. del Folklore,,LP2840,2'55,LP2840_1z1_A01.mp3
A,2,Celeste cintita,Walter Gonzales,,LP2840,2'01,LP2840_1z1_A02.mp3
A,3,Margarita es mi amor,"Dpto. del
Folklore",,LP2840,2'45,LP2840_1z1_A03.mp3
A,4,Olguita,Hnos. Torrico,,LP2840,2'50,LP2840_1z1_A04.mp3
A,5,Orgullo de Kochala,"Dpto. del
Folklore",,LP2840,2'44,LP2840_1z1_A05.mp3
A,6,Mirtha,P Teran,,LP2840,3'07,LP2840_1z1_A06.mp3
B,1,La naranja nació verde,"Dpto.
del Folklore",,LP2840,2'45,LP2840_1z1_B01.mp3
B,2,A mi palomita,Dpto. del Folklore,,LP2840,2'32,LP2840_1z1_B02.mp3
B,3,Tu amor me vuelve loco,"Dpto.
del Folklore",,LP2840,2'44,LP2840_1z1_B03.mp3
B,4,A la mayor y a la menor,"Dpto.
del Folklore",,LP2840,2'44,LP2840_1z1_B04.mp3
B,5,Cacharpaya,Dpto. del Folklore,,LP2840,2'18,LP2840_1z1_B05.mp3
B,6,Sin nombre,José Torrico,,LP2840,2'39,LP2840_1z1_B06.mp3
A,1,Anteanoche,,,LP2855,3'04,LP2855_1z1_A01.mp3
A,2,Tu desprecio,,,LP2855,2'56,LP2855_1z1_A02.mp3
A,3,Kantutita,,,LP2855,3'01,LP2855_1z1_A03.mp3
A,4,Agüita de pfutina,,,LP2855,2'50,LP2855_1z1_A04.mp3
A,5,Cristina,,,LP2855,2'58,LP2855_1z1_A05.mp3
A,6,Piedra lisa,,,LP2855,2'43,LP2855_1z1_A06.mp3
B,1,Poutpurri de diabladas,,,LP2855,2'42,LP2855_1z1_B01.mp3
B,2,Tantas idas y venidas,,,LP2855,2'56,LP2855_1z1_B02.mp3
B,3,Olvídate,,,LP2855,3'09,LP2855_1z1_B03.mp3
B,4,Chasea ñawicita,,,LP2855,2'58,LP2855_1z1_B04.mp3
B,5,Sipe sipeñita,,,LP2855,2'52,LP2855_1z1_B05.mp3
B,6,A lo Lucho Mejía,,,LP2855,2'46,LP2855_1z1_B06.mp3
A,1,Paloma blanca,,,LP2848,3'05,LP2848_1z1_A01.mp3
A,2,Munacuiqui niwarkanqui,,,LP2848,3'34,LP2848_1z1_A02.mp3
B,1,Sentimiento Borracho,,,LP2848,3'43,LP2848_1z1_B01.mp3
B,2,Kjochalita,,,LP2848,2'53,LP2848_1z1_B02.mp3
B,3,Urpi ama Wuacaychu,,,LP2848,2'55,LP2848_1z1_B03.mp3
B,4,Albarillo Sacha,,,LP2848,2'54,LP2848_1z1_B04.mp3
B,5,Muyuj Wairapi,,,LP2848,6'03,LP2848_1z1_B05.mp3
B,6,Sauce ilorón,,,LP2848,missing,LP2848_1z1_B06.mp3
A,3,Chunquituy Palomitay,,,LP2848,3'02,LP2848_1z1_A03.mp3
A,4,Mamayuj Tatayuj,,,LP2848,2'59,LP2848_1z1_A04.mp3
A,5,Todos Santos,Tradicional,,LP2848,3'04,LP2848_1z1_A05.mp3
A,6,Todos Santos,Tradicional,,LP2848,3'00,LP2848_1z1_A06.mp3
A,1,CLAVELES ROJOS,A. RUIZ G. ROJAS,,LP2839,2'53,LP2839_1z1_A01.mp3
A,2,VIDITA MIA,RECOP. JOSE FERRUFINO,,LP2839,2'47,LP2839_1z1_A02.mp3
A,3,DESDE QUE TE CONOCI,DPTO. DEL FOLKLORE,,LP2839,2'29,LP2839_1z1_A03.mp3
A,4,LLORAR ETERNO,RECOP. LARREA TERAN,,LP2839,3'03,LP2839_1z1_A04.mp3
A,5,EN LAS CONCAVIDADES,CARLOS MERUVIA,,LP2839,3'01,LP2839_1z1_A05.mp3
A,6,LAS PALMERAS,RECOP. G. ROJAS,,LP2839,2'20,LP2839_1z1_A06.mp3
B,1,HUERFANA VIRGINIA,SIMEON RONCAL,,LP2839,2'52,LP2839_1z1_B01.mp3
B,2,PUÑAL ENVENENADO,DPTO. DEL FOLKLORE,,LP2839,3'12,LP2839_1z1_B02.mp3
B,3,HACE RATO,G. ROJAS,,LP2839,2'20,LP2839_1z1_B03.mp3
B,4,STRONGEST,D. R.,,LP2839,2'25,LP2839_1z1_B04.mp3
B,5,MI CONSTANCIA,DPTO. DEL FOLKLORE,,LP2839,2'53,LP2839_1z1_B05.mp3
B,6,HE VENIDO - Jueves de Carnaval -,LOS KURMIS,,LP2839,2'22,LP2839_1z1_B06.mp3
A,1,Naranja madura,,,LP2836,9'10,LP2836_1z1_A01.mp3
A,2,El ladrón,,,LP2836,missing,LP2836_1z1_A02.mp3
A,3,Mala suerte,,,LP2836,missing,LP2836_1z1_A03.mp3
A,4,Paceñita,,,LP2836,2'50,LP2836_1z1_A04.mp3
A,5,Carcajeñita,,,LP2836,2'41,LP2836_1z1_A05.mp3
A,6,Pretenciosa,,,LP2836,2'45,LP2836_1z1_A06.mp3
B,1,Notas de mi guitarra,,,LP2836,2'51,LP2836_1z1_B01.mp3
B,2,Cholita paceña,,,LP2836,3'05,LP2836_1z1_B02.mp3
B,3,Negrita,,,LP2836,2'46,LP2836_1z1_B03.mp3
B,4,Huirito,,,LP2836,2'28,LP2836_1z1_B04.mp3
B,5,Alfombrado verde,,,LP2836,2'53,LP2836_1z1_B05.mp3
B,6,Tranca Llallagua,,,LP2836,3'02,LP2836_1z1_B06.mp3
1.a,1,QUE LINDA ES MI BANDERA,Mauricio Cardozo Ocampo-Hipólito Sánchez Quell,,LP2741,missing,LP2741_1z1_1.a01.mp3
1.b,2,DANZA PARAGUAYA,Agustín Barrios,,LP2741,missing,LP2741_1z1_1.b02.mp3
1.c,3,CERRO CORA,Herminio Giménez-Félix Fernández,,LP2741,missing,LP2741_1z1_1.c03.mp3
1.d,4,SAN JOSE DE LOS ARROYOS,Alberto Ruiz Díaz,,LP2741,missing,LP2741_1z1_1.d04.mp3
1.e,5,ALTO PARANA,Herm nio Giménez-Marily Morales,,LP2741,missing,LP2741_1z1_1.e05.mp3
1.f,6,CORONEL MARTINEZ,Félix Pérez Cardozo,,LP2741,missing,LP2741_1z1_1.f06.mp3
2.a,1,ISLA SACA,Mauricio Cardozo Ocampo-Santiago Cortesi,,LP2741,missing,LP2741_1z1_2.a01.mp3
2.b,2,CHIRICOE,Juan C. Moreno González-M. Frutos Pane,,LP2741,missing,LP2741_1z1_2.b02.mp3
2.c,3,ANGELA ROSA,Félix Pérez Cardozo,,LP2741,missing,LP2741_1z1_2.c03.mp3
2.d,4,TU CABEZA EN MI HOMBRO,"Paulo Borges-Vers. Cast.
Ben Molar",,LP2741,missing,LP2741_1z1_2.d04.mp3
2.e,5,EN TI HALLE CONSUELO,Félix Pérez Cardozo,,LP2741,missing,LP2741_1z1_2.e05.mp3
2.f,6,RENACERA EL PARAGUAY,"Herminio Giménez-Néstor
Romero Valdovinos",,LP2741,missing,LP2741_1z1_2.f06.mp3
A,1,Pocoateñita,,,LP2852,2'50,LP2852_1z1_A01.mp3
A,2,Paloma querida,,,LP2852,2'17,LP2852_1z1_A02.mp3
A,3,Nokaj palomita,,,LP2852,3'06,LP2852_1z1_A03.mp3
A,4,Domingo de tentación,,,LP2852,2'55,LP2852_1z1_A04.mp3
A,5,Viudito,,,LP2852,2'53,LP2852_1z1_A05.mp3
A,6,Luly kenty,,,LP2852,2'46,LP2852_1z1_A06.mp3
B,1,127 de abril,,,LP2852,2'58,LP2852_1z1_B01.mp3
B,2,Mi destino,,,LP2852,3'03,LP2852_1z1_B02.mp3
B,3,Agua y florida,,,LP2852,2'56,LP2852_1z1_B03.mp3
B,4,Sauce sabes querer,,,LP2852,3'15,LP2852_1z1_B04.mp3
B,5,El solterito,,,LP2852,2'35,LP2852_1z1_B05.mp3
B,6,Huaychito,,,LP2852,3'08,LP2852_1z1_B06.mp3
A,1,MANCHAY PUITO,(Del Folk. Boliviano),,LP2847,2'24,LP2847_1z1_A01.mp3
A,2,CERRITO VERDE,"(Los
Emb. del Guadalquivir)",,LP2847,3'06,LP2847_1z1_A02.mp3
A,3,MELINDROSA,"(Del Folklore.
Boliviano)",,LP2847,2'08,LP2847_1z1_A03.mp3
A,4,PADILLITA,(Hnos. Gutiérrez),,LP2847,2'54,LP2847_1z1_A04.mp3
A,5,EL BORRACHO,"(Del
Folklore Boliviano)",,LP2847,2'02,LP2847_1z1_A05.mp3
A,6,POUTPURRI DE BAILECITOS,"(Del Folk.
Boliviano)",,LP2847,3'20,LP2847_1z1_A06.mp3
A,7,LUMI PANKARA DE COLQUENCHA,(Del Folk. Boliviano),,LP2847,2'00,LP2847_1z1_A07.mp3
B,1,NOCHE ESPLENDOROSA,(Manuel Luna),,LP2847,3'11,LP2847_1z1_B01.mp3
B,2,EL TEJAR,(Los Indios de Sucre),,LP2847,2'51,LP2847_1z1_B02.mp3
B,3,CHIHUANQUITO,(Flawito de Chuncho),,LP2847,2'06,LP2847_1z1_B03.mp3
B,4,CHULUMANEÑITA,(Willy Loredo),,LP2847,2'14,LP2847_1z1_B04.mp3
B,5,POUTPURRI DE HUAYÑOS,(Del Folklore Boliviano),,LP2847,2'21,LP2847_1z1_B05.mp3
B,6,CASARASUN,"(Del
Flok. Boliviano)",,LP2847,2'55,LP2847_1z1_B06.mp3
B,7,TONADA Y ZAPATEO,"(Del
Folklore Boliviano)",,LP2847,2'01,LP2847_1z1_B07.mp3
A,1,CARANCHO PEPÓ,Emilio Biggi Gumersindo Ayala,,LP2725,2'34,LP2725_1z1_A01.mp3
A,2,CHE JASMIN,Epifanio Méndez Fleitas Teodoro S. Mongelos,,LP2725,2'40,LP2725_1z1_A02.mp3
A,3,LA FLOR DE TEBICUARY,Silverio Rojas,,LP2725,2'02,LP2725_1z1_A03.mp3
A,4,CHE ANGA YUJHEI,Lorenzo Leguizamón E. Bobadilla Cáceres,,LP2725,2'28,LP2725_1z1_A04.mp3
A,5,MUJER PARAGUAYA,Juan Carlos Moreno González - Manuel Frutos Pane,,LP2725,2'20,LP2725_1z1_A05.mp3
A,6,ALFONSO LOMA,Motivo Popular Paraguayo M. Cardozo Ocampo,,LP2725,2'28,LP2725_1z1_A06.mp3
B,7,CHE RENDUMINA RAMONITA,Emilio Bobadillo Cáceres - Carlos Miguel Giménez,,LP2725,missing,LP2725_1z1_B07.mp3
B,8,MI LEJANO AMOR,Francisco Javier Martínez Eduardo Schetina,,LP2725,missing,LP2725_1z1_B08.mp3
B,9,CORDIÓN YAJHE' Ó,Félix Pérez Cardozo,,LP2725,missing,LP2725_1z1_B09.mp3
B,10,NDE KERA NOPÚVO,Ramón Vargas Colman,,LP2725,missing,LP2725_1z1_B10.mp3
B,11,AÑORANDO TU AMOR,Neneco Norton - Silverio Ricciardi,,LP2725,missing,LP2725_1z1_B11.mp3
B,12,COYGÜÁ NEMBOKÍ,Prudencio Giménez - Audón Garcete,,LP2725,missing,LP2725_1z1_B12.mp3
A,1,Guavirá Poty,E. R. Fernández - M.C. Ocampo,,LP2730,2'44,LP2730_1z1_A01.mp3
A,2,Ndeve Añonte Rojhayjú,Papı Meza,,LP2730,2'04,LP2730_1z1_A02.mp3
A,3,Nda Che Pochyi Nendivé,E. R. Fernández - F. P. Cardozo,,LP2730,3'15,LP2730_1z1_A03.mp3
A,4,Adiós Rosita,E. R. Fernández B. Ehague,,LP2730,2'44,LP2730_1z1_A04.mp3
A,5,Selección de Polcas Deportivas.,,,LP2730,5'07,LP2730_1z1_A05.mp3
A,6,Barcino Colí,E. R. Fernández - Andrés C. Zaldívar,,LP2730,missing,LP2730_1z1_A06.mp3
B,1,Entre Dos Roimé,Herminio Giménez,,LP2730,3'06,LP2730_1z1_B01.mp3
B,2,Selección de Polcas de Hilarión Correa,,,LP2730,2'16,LP2730_1z1_B02.mp3
B,3,Estancia Vacá Retá,Lorenzo Leguizamón - J. D. Portillo,,LP2730,3'33,LP2730_1z1_B03.mp3
B,4,Forrajerita,Lorenzo Leguizamón,,LP2730,2'54,LP2730_1z1_B04.mp3
B,5,Mitä Cuñá Yuky'ete,,,LP2730,1'58,LP2730_1z1_B05.mp3
A,1,NDE PUCAVY CHE RENOI,(Hnos. Yambay),,LP2738,2'43,LP2738_1z1_A01.mp3
A,2,AL PIE DE TU REJA,(Fernando Rivarola),,LP2738,3'04,LP2738_1z1_A02.mp3
A,3,MARCELITO,(Ramón Barrios),,LP2738,2'01,LP2738_1z1_A03.mp3
A,4,MI PROMESA,(R. Vargas C.A. Dávalos),,LP2738,2'12,LP2738_1z1_A04.mp3
A,5,MBORAYJU ANGUECOI,(C. M. González-F González),,LP2738,2'31,LP2738_1z1_A05.mp3
A,6,NDE RECHA SEGUI,(Isaac Chilabert),,LP2738,2'14,LP2738_1z1_A06.mp3
B,7,"VY'A Y, YUAYJU RIRE",(Heri Lugo-F V Bogado),,LP2738,missing,LP2738_1z1_B07.mp3
B,8,MI RUBIA DE SOL,(B. Echagüe-P Almirón),,LP2738,missing,LP2738_1z1_B08.mp3
B,9,ITAPE POTY,(M. Benítez Casco),,LP2738,missing,LP2738_1z1_B09.mp3
B,10,MI CLAVELINA,(Hilarión Correa),,LP2738,missing,LP2738_1z1_B10.mp3
B,11,MI TACUÑA,(Félix V Bogado),,LP2738,missing,LP2738_1z1_B11.mp3
B,12,GUYRA FARRA,(Demetrio Aguilar),,LP2738,missing,LP2738_1z1_B12.mp3
